emotion,text,,,
disgust,"When we complained about the uncleanliness of the work place, the á
authorities agreed to have the place cleaned.  Even after 2-3 á
days nothing had been done.  I felt disgusted at the whole á
situation.",,,
disgust,When my father thought that I was an unrelaible son.,,,
disgust,"4-letter words on a TV programme (Roche) while we were á
entertaining ""conservative"" relations who wanted to see the first á
episode.",,,
disgust,"I stormed into the room, hoping to cool myself with some soft á
music from my three band radio cassette.  There was only young á
Kaley there and he explained, "" Your aunt has sold it as she á
wanted to buy clothes.""",,,
disgust,"When my friend got very low marks in field work even though he á
had worked throughout the year, I had this feeling.",,,
disgust,"When I discovered that the house we had hired in Tonga was full á
of cockroaches.",,,
disgust,"During a recent meeting, Mr. A showed his excitement and á
overindulged in the notes delivered.  Though his curiosity could á
not be blamed, his way of accquiring knowledge was an extreme á
behaviour e.g he always tried to know what I was reading and á
ga",,,
disgust,"I was once raped (one year ago) by a man who was a lot older than á
me and whom I just met. Maybe it wasn't rape but the man wanted á
more than I wanted to give him since there were other people in á
vicinity.",,,
disgust,Disgust at myself when I stroked a sleeping girl's private parts.,,,
disgust,[ When I see that the toilet is unclean.],,,
disgust,"No very strong such emotion. Treatment of my sister by her á
dancing instructor - he is a ""user"", i.e., takes advantage of her á
good nature.",,,
disgust,When I am dirty because I have not had a shower for a few days.,,,
disgust,"Doctors ignored relative who complained about pain, and is now á
dying of cancer.",,,
disgust,My roommate talking and shaking her bed at night.,,,
disgust,"My husband falls ill and does not follow the doctor's advice on á
the treatment or the diet control.",,,
disgust,Person talking about a situation while eating.,,,
disgust,"We had gone to our native village and I went to visit a tribal á
group which believes in Goddess Kali.  As it was a festival day they á
had to offer a hen to the Goddess so they cut the head off a hen á
right in front of my eyes.  I felt disgusted and eve",,,
disgust,[ No response.],,,
disgust,"When, for example, someone is calumnating.",,,
disgust,"I had a class-mate who was rather stupid.  I did not like him á
but I respected him.  When he tried to talk to someone, they á
would not listen to him and I could not bear seeing this.",,,
disgust,"Finding out some people had been talking about me at my back.
",,,
disgust,"A study visit to a chicken factory : the butchery, the smell, á
the environment and the noise.",,,
disgust,"My girlfriend came home after a business dinner at the most á
expensive place in town drunk as a skunk. Whats more she drove á
home and couldn't remember doing so. I was disgusted by her state á
and her actions.",,,
disgust,"This was when I saw, for the first time, a naked woman á
(prostitute) run away from a house after having been discovered á
by the guardian.",,,
disgust,When programmes on violence or pornography are shown on T.V.,,,
disgust,"When a boy had continued to use foul language and swearing in á
front of a group of my friends.",,,
disgust,"Disgust - no. Maybe it is more precise to say revultion at a worm á
or a snake. But I mean it in a social aspect when somebody had á
behaved like a scoundrel to you, when by his actions he has made á
you change your attitude towards him but I thing this f",,,
disgust,"A person I know who tells lies and so pretending to be better á
than she is.",,,
disgust,"On a camp - boys and girls in one cabin. One guy forced himself á
upon another girl and was having intercourse, while the girl in á
the bunk beneath was pretending to be asleep and not be ill.",,,
disgust,Some boys boasting about their ability to tell dirty jokes.,,,
disgust,A rich man expressing disgust towards an alcoholic.,,,
disgust,"I was disgusted at the existing red-tape in the government á
offices.  I accquired my passport three months after having applied for á
it and I had to go back five times to them to correct a minor á
error.",,,
disgust,"The way my husband and his family treated me - unfairly, cruelly, á
and unjustly.",,,
disgust,"I am disgusted with liers, hypocrites, slanderers, flunkeys.",,,
disgust,"On boat trip - saw mother giving young child (aprox 6-7 years) á
cigarettes.",,,
disgust,Watching a violent movie.,,,
disgust,[ The previous incident holds good here also.],,,
disgust,"When I was giving private tutorials to my student; he would not á
concentrate and was lazy.  He had not done the home work that I  á
had assigned and his academic level was very low.  It was a á
nuisance.",,,
disgust,"A few days ago I saw two dandy girls of my age. I disliked their á
clothes and their way of doing.",,,
disgust,"A story I heard recently about a baby dying after sexual á
abuse.",,,
disgust,To be kissed by soembody I didn't expect to.,,,
disgust,"The day I was forced to use a public convenience place in town.  á
It was so filthy that it really made me sick.",,,
disgust,I met my best friend's husband with a prostitute.,,,
disgust,"I was most disgusted when I had to make a nagging three day á
journey recently from Calcutta to Bombay.  It was very boring and á
tiring.",,,
disgust,"Saw two Canadian students boasting about how rich they are in á
Canada.",,,
disgust,"A film were a woman was attacked and raped.  One did not see the á
worst but it had the desired effect - very strong.",,,
disgust,"We had come back from a programme and we were all (three girls)    á
staying over at another girls placce.  One of them started á
passing very nasty and outright bitchy remarks at me.  It was á
brought on by a male colleague's compliments to me, this girl",,,
disgust,"When I woke up one morning and went to the kitchen I discovered á
that our dog had diarrhoea.  There were small ""piles"" all over á
the floor and the smell was choking.",,,
disgust,A too eager approach by a dirty drunken person in a bus.,,,
disgust,"I feel disgusted with toadies, hypocrites, chameleons.",,,
disgust,"I assisted to a scene where the police attacked a person that á
didn't have his documents. The savagery was too much, and the á
attacked person bleeded to much.",,,
disgust,"This is an incident that many of us witness in our everyday life á
in a city like Bombay.  One day I was travelling by bus, three á
men dragged two fellows out of the bus.  Once outside they were á
beaten into pulp.  These two fellows, who got beaten, wer",,,
disgust,"[ I feel disgusted at people who talk negatively about a person á
without knowing the person well.]",,,
disgust,"When I heard of the assassination of the Indian prime-minister, á
Indira Gandhi.",,,
disgust,"Our neighbour came and gossiped, about others, with my parents.",,,
disgust,"When I was in the army, we got a certain dish for dinner that I á
do not like at all. We were not obliged to eat, but I was very á
hungry.",,,
disgust,"Bus driver driving roughly - old man fell off seat into aisle - á
driver wouldn't stop - disgusted with her behaviour.",,,
disgust,"When I went to visit a relative and saw how messy and dirty his á
place was, in the absence of his wife.",,,
disgust,"I was dominated by a certain person and even though I knew it I á
could not change my own reactions.",,,
disgust,"In the bus I was sitting next to a colleage who was drunk and á
behaved in keeping with his state.",,,
disgust,"I stayed for several weeks with a friend of mine before she moved á
to live with her husband. One evening he came drunk and made an á
awful scene, which I still remember.",,,
disgust,"When I was in Eindhoven on an Exhibition of Hernan Nitsche, who á
made paintings with real blood. There were also photographs about á
the killing of cows.",,,
disgust,The lift of Stockholm central station stank of vomit and urine.,,,
disgust,"A person that eat half of a cockroach in a cake without knowing á
it.",,,
disgust,"Sort of awkward. I'd introduced (a lover) but introduced as a á
friend to some members of my family, and my niece Yavanna who's á
six was home from school and at Mum's and Dad's and was really á
silly and at first it was ok, but it went on and on - yukky ",,,
disgust,"I happened to see two boys fighting, one of them fell down and á
hurt his head.  The other one used this to spank the head of the 
boy on the ground.",,,
disgust,"One day my colleague misbehaved with me.  I felt disgusted and á
thought to myself that he could only do this because I was a á
woman.",,,
disgust,When I was studying and someone disturbed me.,,,
disgust,I had to change a baby's clothes for the first time.,,,
disgust,"When my girlfriend told me that she was no longer interested in á
me.",,,
disgust,"When I was in a Christian institution, sometimes the nuns would á
send back the people who came to visit us when it was not the á
visiting hours.  This disgusted me.",,,
disgust,"When I realized that my closest friend had said bad things about á
me when I was not around and had betrayed me by making friends á
with my boyfriend's other girl.",,,
disgust,"When I heard about the treatment of a friend in jail. Really á
inhuman. I never realised that such things also happen in the á
Netherlands.",,,
disgust,"I felt it when I saw a colleague of mine eating like a beast. At á
the same time he was making gestures, speaking and making the á
hell of a noise.",,,
disgust,"At school a classmate who was a very good pupil had to help á
another boy who performed less well. He told him on purpose the á
wrong things so that he had to repeat a year.",,,
disgust,When opened a box of biscuits and found worms inside.,,,
disgust,Some students deliberately disobey me as a class leader.,,,
disgust,"A similar feeling I felt quite recently while travelling in a á
taxi. The driver treated me roughly and dishonestly - he chose á
the longest route, he overdrawed almost one lev more and he tried á
to be intimate with me.",,,
disgust,"I was disgusted at myself when I dropped a vital catch, while á
playing a cricket match, and we lost the match; though the catch á
was difficult. ",,,
disgust,Saw a mate bribing the leader.,,,
disgust,"The transport to pick us up for lunch was always late and the á
driver made the same excuse every day.",,,
disgust,Bad temper of the serving lady in the students' dining hall.,,,
disgust,"At an anti-pornography meeting, when samples from films and á
magazines were shown.",,,
disgust,Hear people talking at my back.,,,
disgust,Someone acting stupid in public.,,,
disgust,[ No response.],,,
disgust,T.V features showing the violation of defenceless people.,,,
disgust,When I saw an insect going up my arm.,,,
disgust,"The first day I visited the hospital I was disgusted because I á
experienced offensive smell which I never expected. I nearly ran á
away from the course.",,,
disgust,"At the police centre a man between 40-50 was brought in.  He was á
very drunk and in all likelihood had not slept indoors for a long á
time and had relieved himself in his trousers.",,,
disgust,Saw a dirty street.,,,
disgust,When I got to know the details if the famine in East Africa.,,,
disgust,Saw a real party leader.,,,
disgust,When a person I did not know hurt a friend of mine.,,,
disgust,"When I saw a woman subjugated by money and not being able to hide á
how she hated herself for not having the will power to get out of á
such a situation because it was convenient, according to what she á
told me.",,,
disgust,"I found a big black beetle in my coffee cup. It was alive big and á
it was moving its limbs.",,,
disgust,"The time when I cleaned the house and everything was tidy, á
then my cousin, who is 4 years old, came with a muddy pot and made á
a mess of the whole thing.",,,
disgust,"I was disgusted with a friend's behaviour when she got absolutely á
drunk so that she vomitted all over my house.",,,
disgust,I caught a glimpse of a black-beetle.,,,
disgust,[ No response.],,,
disgust,"When I was a child, one day while playing, I fell up to my waist á
in mud.",,,
disgust,I was on a walk with my child when I met a drunk woman.,,,
disgust,"A series about Freud was shown on TV.  In it, a tampon had been á
set in the nose of a woman, and forgotten there.  After great á
pain it was taken off (close-up picture), the woman was bleeding á
from the nose and the mouth.",,,
disgust,"When mum had beaten my young sister just because she had received á
a letter from a boyfriend.",,,
disgust,"When I saw a film in which there was a scene where women were cut á
to pieces.  Above all, it was the blood and the confusion which á
impressed me most.",,,
disgust," I was at a friend's place for lunch and she fell ill and á
vomited.",,,
disgust,Saw someone acting in a false manner in public.,,,
disgust,"Finding out that old and useless practitioners of retirement age á
will go to your English lectures and they do not understand á
English.",,,
disgust,"The first time that I saw a surgeon cut off a leg and put it in a á
black rubbish bag.",,,
disgust,Someone not responding to my criticism.,,,
disgust,Whenever I see an alcoholic.,,,
disgust,"I was shopping in Utrecht with friends, we also ate some chips á
and snacks in a snackbar, then we saw a shabby fellow. He took a á
cold half eaten croquette (a snack) from a rubbish bin and eat á
it.",,,
disgust,"Four weeks ago I felt very much touched to find an asciatic á
patient who had asked the very morning to be tapped of the fluid, á
dying in the evening. I was really disgusted because this was the á
Medical staff's negligence. Had the Clinical officers don",,,
disgust,"When my grandmother was about 80 years old, she lived with us for á
several years. I saw her illness. I did not even want to breath á
the air that smelled of her presence.",,,
disgust,"I was looking after a dying patient at work one night, a young á
woman, my colleague was talking to her relatives and .... to á
offer them any support emotionally, physically and then sent them á
down to the coffee shop to have a dinner rather than offeri",,,
disgust,When I happen to witness some sadistic acts.,,,
disgust,"In a lift a drunken, fat and untidy man tried to make advances at á
me.",,,
disgust,"I had some sort of a stomach virus last week and  I vomited in á
college in the morning, then in the cake shop, three times during á
the trip home and again when I got home.",,,
disgust,"A drunk man had fallen in the street and he was shouting obscene á
words.",,,
disgust,My brother caught a spider and let his frog eat it.,,,
disgust,"Some students whose English is worse than mine can go to your á
lectures (English lectures).",,,
disgust,"I had experienced odd moments one time when a patient came into á
the Ward in which I was working. The patient was badly burnt in á
the right side of her body. I was very nervous at the sight.",,,
disgust,"Disgust is a feeling that I have never experienced with peoplie á
but , on the other hand, it has been with repulsive animals, i;e á
snakes on T.V.",,,
disgust,"On a trip to Santander a child sitting beside me fell ill and á
started to vomit, seeing this made me feel very bad.",,,
disgust,"Saw my class leader acting like a God when he chose people to go á
to your English lectures.",,,
disgust,"When we were young, a friend of mine tried to dissect a frog while  á
we were playing near his home.",,,
disgust,"A student who lives in the same house where I live is an alcoholic. He á
tries to manipulate other people with his money when he has drunk á
too much.",,,
disgust,"When I watched TV and saw a performance of ""Prince"" (a popidol). á
Disgusting he'd better be a stallion.",,,
fear,When I was nearly beaten up by the brother of my girlfriend.,,,
fear,"Once sitting in the cinema, I became very anxious (watching a á
""cold"" film). I do not know the reason.",,,
fear,I was raped by a friend.,,,
fear,"One night, walking along a park, I began to think that some á
roughnecks would appear suddenly with knives and things like á
that.",,,
fear,It was more that fear - anguish -that I felt before my last exam.,,,
fear,"As a result of breaking the indicator light as mentioned á
for guilt.",,,
fear,"I work at a day care centre, and one day when the children were á
outdoors a four-year old boy disappeared from the yard.  I was á
not looking after them then, but as the manager it was me who was á
responsible.",,,
fear,"I returned home late from a party last night and I felt afraid á
trying to anticipate the reaction of my father.",,,
fear,Whhen the front tyre of the car burst.,,,
fear,After having taken an exam i feared having failed it.,,,
fear,"I was testing my new roller skates in the street, suddenly a dog á
ran barking in my direction, very threatening. I was very á
startled and terribly upset.",,,
fear,"On a trip to Santander we wanted to stop at a curve because a á
friend was sick, and the car skidded of the gravel.",,,
fear,"The shooting started and we all lay down to protect ourselves á
from the flying bullets.  This incident occured on our way to á
Feira, during the Zambia army patrols in the Rhodesia war.",,,
fear,"One night, I was alone at home.  My fear was caused by some á
strange noises which put my imagination to work.",,,
fear,"While he was drunk, my life partner tried to hit me.  I felt á
scared and fled to the bathroom.",,,
fear,When climbing up the stairs to the top of a ski-jumping hill.,,,
fear,"I was walking down a road and suddenly a few dogs appeared at a fence á
and started barking angrily.  They were jumping and it seemed á
that they would come for me any time.",,,
fear,"When I almost fell down from some rocks because I had been acting á
foolishly and playing dangerously.",,,
fear,"Sitting alone in a quiet room, concetrating on things happening á
around you. Thoughts come into my mind which make me afraid.",,,
fear,The possibility of having failed the examination.,,,
fear,"In a dark street at 4 o'clock in the night and there was á
complete silence.",,,
fear,When I was attacked by a teenage boy and had my wallet stolen.,,,
fear,"Skiing down a very icy slope, very fast in white-out conditions. á
Out of control with no idea of what I was doing or where I was á
heading.",,,
fear,"Last night, I dreamt that things that looked like monsters were á
trying to kiss me.",,,
fear,"I was a passenger in a vehicle when suddenly another vehicle came á
from behind to overtake us.  However another one was coming right á
in front so the other vehicle changed course and blocked our way á
and so we crashed against the side of the road.",,,
fear,"My father was very angry with me, and I locked me up in the á
shower. Then my father knocked his fist through the door, I was á
scared to death.",,,
fear,"When my cat ran under a car and came home wounded. He could á
hardly walk. I didn't dare to go to a veterinarian because I was á
afraid he would kill him.",,,
fear,A dark night when I had to go to the outdoor lavatory.,,,
fear,"When a big angry dog put its snout on my arm and had I made one á
movement it would have bitten me.",,,
fear,When my mother had a nervous illness.,,,
fear,"A large german shepherd dog ran and barked at me (he didn't bite á
fortunately).",,,
fear,"I was jogging in the forest, in the central park area, when I saw á
a man hiding behind a tree.  I got frigthened, turned around and á
ran out of the forest.",,,
fear,"I was spending my summer holidays in a village.  My friend and I á
were coming back from a discotheque at night and we heard a noise á
from an alley.  We were very scared and we got into my friend's house. á
 A moment later, an unknown car picked up a per",,,
fear,"When I was young I saw a horror film.  Then when I went to sleep, á
the film came back too my mind and the characters frighteneed my á
imagination.",,,
fear,"When I get into the tube or the train without paying for the á
ticket.",,,
fear,"Motorcycle accident with two people involved, running off the á
road. Broke an arm, only.",,,
fear,"I went to the apartment of my boyfriend and saw some people á
before his door. I thought that something had happened.",,,
fear,"I was watching a procession during the Holy week, and a penitent á
approached me.",,,
fear,"At the dentist's, waiting for my turn to come.",,,
fear,"Once, late at night, I was biking home and overtook a man. He á
said to me ""Hello darling"" I was terrified and imagined the á
wildest scenes.",,,
fear,"In a rather important exam, when they caught me red handed á
copying.",,,
fear,While paddling in the river during a storm.  I feared drowning.,,,
fear,"Before an exam which I, finally did not take.",,,
fear,When my mother was robbed in a shop.,,,
fear,"It was when I dreamt that I had encountered Satan, he wanted to grab me á
and take me to his kingdom.  He was very repulsive and I have á
never seen anything like that before.",,,
fear,"I am thinking about death, the eternal of it, the unknown, the á
sense of being here. Often, laying in bed in the dark and quiet, á
the fear makes me feel dizzy.",,,
fear,Travelling by coach on a rather narrow and wet road.,,,
fear,"When my little sister was sick at home and I thought that she á
would die.",,,
fear,"A neighbour's girl had disappeared and many people were looking á
for her.  Someone had gone to notify the police.  Something had á
certainly happened to her.",,,
fear,"When a car ran into me. The moment that I felt on the street I á
thought ""This is my end, I am going to die"".",,,
fear,"When the relationship with my first girlfriend broke up and I á
realized it too late.",,,
fear,"I went to visit a friend in hospital.  He was going to be á
operated the next day.  I was afraid that they would not let me á
in and I did not know what his reaction would be on seeing me.",,,
fear,"One night, while I was sleeping, I woke up suddenly with the á
sensation that there was someone in my room.",,,
fear,"Being alone in Europe and having to catch a train and bus to the á
airport, then board the plane alone.",,,
fear,"I was walking in the countryside alone when I came across two á
dogs who began barking at me.  I did not know whether they were á
tied up or loose, but I was afraid of them approaching me.",,,
fear,"I had an appointment with a good friend. He came 3 hours later á
than we agreed upon. During the last hour of waiting I was afraid á
something might had happened, because usally he is in time.",,,
fear,When my father was very drunk and raging at home.,,,
fear,"We were riding in a friend's car.  He was driving very fast and á
suddenly a another car crossed the road in front of us.  My á
friend had to turn the car rapidly.",,,
fear,Before important sports events.,,,
fear,"When I was a child I was afraid of big dogs. One day when I came á
home a big dog was laying in front of our door. I was so á
frightened that I did not dare to enter the door and I waited á
until somebody passed by.",,,
fear,When I thought that I had failed the examination.,,,
fear,Every time I went home with my school report.,,,
fear,"When I was first exposed to the dead bodies, for dissecting        á
purposes at the school of medicine.",,,
fear,"The day I was nearly stabbed to death by ruffians who wanted to á
take my money.  I refused to give them any money and they started á
running after me, I ran into somebody else's house to save á
myself.",,,
fear,"I was in a camp and went out for a walk at night on my own.  I lost  á
my way and spent several hours looking for the camp.",,,
fear,"I came home and discovered that someone had broken in. Then I á
realized that they probably were still there.",,,
fear,"When I was very young, one day, I was in the street with my á
father and brother.   While my father was talking to some á
friends, I saw a dog and began to pat it.  My father told me á
sharply to stop doing it because the dog had mange.  Then my á
brother",,,
fear,"When I slipped on a glazed frost road and a car almost ran into á
me.",,,
fear,When I go out alone at night.,,,
fear,[ Uncertainty about my own abilities in an exam.],,,
fear,"In Sweden, a friend and I lived in an appartment owned by a Finn. á
 One day, this man came back to the appartment heavily drunk á
(hashish and alcohol).  He was quite dizzy and he broke down, and á
I could not foretell his reactions.  However, nothing ha",,,
fear,"I have a fobic anxiety for elevators. This anxiety is worst at á
the moment when the doors have to open. I have it often in the á
elevator at our university.",,,
fear,"While preparing my master's thesis, I was scared that I would not á
accomplish anything as the subject was rather difficult.",,,
fear,"I was at home and we were sleeping when we heard some robbers á
breaking into our house.",,,
fear,When a thunder belt hit the roof top of the building I was in.,,,
fear,"As a passenger in a vehicle travelling from the steep side of á
Arthur's Pass in the middle of a sleet-storm, icy roads, sheer á
chasms to one side, sheer face to the other.",,,
fear,"I turned the knob of my granny's two band radio and did not hear á
any broadcast,  "" What ! Have I broken the knob ? How much does á
it cost ? What if the spare part is not available ? ""  --I did á
not know how to tune a radio.",,,
fear,"When I was in the army, a room mate of mine came back from á
furlough and threatened another fellow with a knife.",,,
fear,"During a football game I made an offence towards an acquaintance. á
Later on this acquaintance also tackeled me and the game became á
very rude.",,,
fear,"One day I went to the cinema to see a film in which I was á
interested.  On arriving there I saw a long queue (which I had á
not expected) and went back home without seeing the film.",,,
fear,"When I had gone for a boxing tournament which ended at 2 o'clock á
in the morning.  I was alone on my way back, and I could hear the á
barking of the dogs, the nocturnal animals and the sound of my     á
own footsteps.  There had been a rumour  circulatin",,,
fear,"At the age of 12 years I always had to take care of my little á
brother and sister I never could sleep then. I always imagined á
creepy men sneaking into our house.",,,
fear,"I lived alone in a repulsive area in the city of Rotterdam. I was á
annoyed, heard a lot of Burglary and assaults. Especially in the evening á
and the night I frequently felt anxious.",,,
fear,When armed robbers broke into our house at night.,,,
fear,"This was at secondary school, a prefect framed up some case and á
took it to the deputy head-master.  I was called by the á
head-master and he threatened to suspend me.",,,
fear,"When thieves broke into my house at night and held my wife and me á
on gun-point for at least ten minutes and took away a lot of á
property.",,,
fear,When I was operated on the knee and had to go through rehabilitation.,,,
fear,"Traveling as the only female in a railway carriage in the middle á
of the night in Italy.",,,
fear,"I lived in a student-house, where you shared the lavatory and á
shower with a fellow student. the shower cubicle formed the á
connection between both appartments. My neighbour very often was á
drunk and aggressive. One night, I was afraid that he would en",,,
fear,"When I saw Russian roulette on TV. (obviously the movie ""Deer á
hunter"")",,,
fear,"Once I was stopped by the police in Spain, when I had some á
""grass"" in my tobacco.",,,
fear,When I broke the window pane of my next door neighbour's house.,,,
fear,"I stayed alone in the dark at night in the mountain, waiting for á
my uncle.  I remember that I took a big stone and it calmed me.",,,
fear,"One evening I stayed at home all alone. As we lived on the ground á
floor, I was often afraid of burglers.",,,
fear,"A terrible cloud-burst started when we were camping in a tent on á
a great bald field.",,,
fear,"When I witnessed a bus accident in which a bus, full of passengers, á
 nearly overturned on the Lusaka-Kabwe road.á
",,,
fear,Haven't been frightened for ages.,,,
fear,"When my father suffered with dizziness. He had to be á
hospitalized, because the physician didn't know what was wrong. á
Because his stools were black, I thought it could be cancer.",,,
fear,"When I was very young and we moved as a family to Auckland from á
Wellington, this meant new school and friends (etc.).",,,
fear,"When I was 12 years old I frequently was pursued by others and á
got sound thrashes.",,,
fear,"While watching TV (a war movie), I felt a strong fear of death, á
threat and fear of loosing people close to me.",,,
fear,"When my neighbour's life was threatened by someone who was trying á
to break into his house.",,,
fear,"My husband suddenly fell ill seriously and during the medical á
examinations we did not know what would follow.",,,
fear,"I was camping with a friend of mine and we spent the night in the á
forest.  I could not fall off to sleep and could clearly hear á
noises from outside (steps ?) approaching our tent.",,,
fear,"The time I was threatened with expulsion from secondary school (form á
four).",,,
fear,"Was threatened with a knife ... in the military by soldiers form á
another unit. The reason was girls.",,,
fear,"I feared that I was pregnant.  It was not planned and I would á
have been compelled to have an abortion, which I would not have á
liked at all.  Fortunately, after a week's anxiety, I got to know á
that I was not pregnant.",,,
fear,"As a child I suffered of nightmares. Even since than, I have á
never been so anxious and fearful.",,,
fear,"When I was at a boarding school at Lusaka, the Rhodesian á
soldiers came to bomb a house near our school and we saw the á
whole scene.",,,
fear,"Almost crashing my car, something which could have led to great á
problems.",,,
fear,"Sleeping alone in a tent, while hearing several noises such as á
rustling etc, I am afraid that there are people who are up to no á
good.",,,
fear,"When I was a child I hid under the sheets out of fear of á
darkness.",,,
fear,When I was jumped by three men in a deserted area.,,,
fear,"I had decided to propose to the man I liked to make a trip á
together.  One day, during breakfast I told him my idea.  I was á
afraid of his not accepting it and that the idea would end up as á
a failure.",,,
fear,"I was afraid when my first boyfriend threatened to make an end to á
our relationship because he didn't love me enough while I loved á
him very much.",,,
fear,"My grandmother was about to die, and it had the effect that at á
night, after having read a book, and once in bed, in perfect á
darkness, the fear arose that I too may suddenly die.",,,
fear,"I saw a man who had had a heart-attack and who was being á
treated for it.  I feared that my own father could have been á
there.",,,
fear,"When we got lost in Florence and the coach did not turn up until á
midnight.  I had no place to go to and there were strange reports á
at the police station.",,,
fear,"The fear about my future : work, making ends meet and health. á
Coping.",,,
fear,"The day I encountered a queer mamba face to face in a chunk of á
leaves behind our house.",,,
fear,[ In an aeroplane.],,,
fear,"As a child, when I was at home alone, I felt in an indefinate á
manner afraid of the death of my father and mother.",,,
fear,When I was sitting in a car next to a man who was masturbating.,,,
fear,"I was in form five at the boarding school and my friends and I á
had gone drinknig beer in the nearby village.  And we were caught á
red handed there by a form master.",,,
fear,"Once I failed seven subjects at school and I was terrified to á
give my report card to my father.  I left it on the table and went to á
bed very early in order to avoid him seeing me.",,,
fear,"At the railway station, while waiting for the last train at night á
I noticed that a drunk young man was appraching me in a á
purposeful mannner.",,,
fear,"I got a very nasty electrical shock when I was tampering with á
some electrical applainces.á
",,,
fear,"One evening when my sisters, brothers and I were watching T.V my á
kid brother took a big mirror and reflected light on the french á
windows.  I thought that these lights that we could see were á
coming from torches annd that it meant that there were thie",,,
fear,When I saw a ghost.,,,
fear,"My father was away from home and he did not come back when he was á
expected, he came back several hours later than expected.",,,
fear,Car accident in the middle of the night.,,,
fear,"I was in Sierra Nevada, climbing a peak over 3,000 metres high, á
without any light and with many other problems.  I was afraid for á
my life.",,,
fear,"One night I had to bike home all alone after a party. Then I á
found out that I was pursued by a man in a car.",,,
fear,"Thinking of the unknown, what happens at the moment of death, á
etc.",,,
fear,Being close to drowning.,,,
fear,"When I was walking down the street, some boys showed me a knife á
and stole all my money.",,,
fear,"I was walking home with a friend at night along a quiet street.  á
Something started rustling in the bush : it was an exhibitionist.",,,
fear,"Just before I started my study I had to move, I was very afraid á
to be left alone and that I could not manage it.",,,
fear,"The only event I can remember is having a nightmare when I was á
very young (3 years old) I dreamt about a machine which was going á
to crush me.",,,
fear,"My uncle was taken to the UTC for an operation as he had cancer.  á
There had been a lot of deaths of late - 3 out of every 4 á
operated.  I was scared for my uncle's life.",,,
fear,"While cycling in the country a dog started running beside me, á
growling and barking, and trying to bite my foot.",,,
fear,"To talk in a meeting - expound my thoughts on a subject. Fear á
delayed me acting to do this.",,,
fear,"One evening, when I had gone fishing with my friends, we heard á
the roar of a lion near by and had to run for our lives.",,,
fear,"I went to the ballet lessons with a little friend in the dark. On á
a very quiet place a boy approached us from behind and asked at á
what time the lesson would be finished. I gave him an avoiding á
answer, he took me up and wanted to run away with me.",,,
fear,When someone tried to bewitch me and my friends at night.,,,
fear,"I found myself involved in a fight in which a person died and I á
had to intervene with some risk.",,,
fear,"Almost crashing into the back of a car while driving along the á
motorway on my motorcycle.",,,
fear,"When I took blood from a patient for alcohol estimation and á
urine for some other examination, he told me that something bad á
would happen to me as he would play magic on me.",,,
fear,When a friend of mine told me a horror story.,,,
fear,"When I was attending an authorized demonstrationand the police á
rushed brutally at the demonstrators, without any warning.",,,
fear,"Going to a disco by myself to wait for some friends. We had á
separated and hadn't planned where to meet. I wasn't sure if they á
were even going to this place so I felt very conscious of being á
alone.",,,
fear,"When my father's home was to be broken into by thieves who had á
guns.",,,
fear,"Two guys were fighting murderously and I feared that one of them á
would be killed.",,,
fear,"When my mother threatened me with thrushing me of the stairs, when á
I once more should make a comment.",,,
fear,Almost always when I go to fetch the results of an exam.,,,
fear,"Stopped at lights in Mangere late one Friday night on way home á
from work. Alone in car when someone came up behind the car and á
started banging and shaking it. Light was red and had nowhere to á
go until light changed. When green I took off.",,,
fear,I had a dream in which I was an African elephant.,,,
fear,"At school, I had acted against the will of the group, and the á
next day they promised to take revenge on me.",,,
fear,When I was walking on a fairly out-of-the-way street.,,,
fear,"My episode of fright happened when I came to study.  I had to á
stand in front of my still unknown fellow students and talk about á
myself.  My hands shook, I flushed and became tongue-tied.",,,
fear,"I had been drinking with a pal and I later (1 o' clock) had a date  á
with my fiancee.  We were going to a Spanish lesson and I was á
afraid that she would smell that I had been drinking.",,,
fear,"When cleaning up a pile of junk under our house, a huge spider (a á
""Jungle Spider"") ran out near me. (I do not like even small á
spiders).",,,
fear,"When riding in a very fastly-driven car on a lose metal road at a á
very late hour - no other cars on road, and driver was taking á
corners very sharply. I felt afraid - because if an accident á
happened, the area was very isolated. Also, I feared for dri",,,
fear,"When we forced a friend to chew a poisonous herb in primary á
school.  His tongue was swollen and he told his mother about it.  á
The mother reported it to the headmaster who threatened to expel á
us.",,,
fear,"I was travelling back home by boat with two friends of mine after á
a lovely holiday trip.  The night and the sea were dark, and the á
wind was blowing.  I feared that death was there on the boat, I á
somehow felt sure about it.  I feared being left alone",,,
fear,"We were driving at night and I realized that a car was following á
us.",,,
fear,When they threatened me with a knife to take my money.,,,
fear,"When I am alone at night after having read horror stories, and á
then I heard unexplainable noises.",,,
fear,I was sexually assaulted one night by a stranger.,,,
fear,"In the traffic with a car, I nearly got crushed between a bus and á
a tram.  The attention of other drivers saved me at the last moment.",,,
fear,"I awoke at night and did not remember dreaming about antthing in á
particular.  I just felt oppressing fear, it was dark and all the á
others were sleeping.",,,
fear,Waiting for my marks in a difficult subject.,,,
fear,"During a demonstration I climbed up the closed central door of a á
bus.  When the bus stopped I had to go back to the same place, á
afraid that the police would see me.   ",,,
fear,When I met an elephant in the bush.,,,
fear,"While I was waiting for them to give me the marks of the most á
difficult subject this year.",,,
